	index	Albertin	Alon	HUGO	transcriptName
6144	Dopeav2132744m	3.0	2.0		Dopeav2132744m
6145	Dopeav2121624m	3.0	1.0	HPGDS	Dopeav2121624m
6146	Dopeav2022411m	3.0	2.0	CALM3	Dopeav2022411m
6147	Dopeav2093033m	3.0	1.0	AQP1	Dopeav2093033m
6148	Dopeav2035998m	3.0	0.0		Dopeav2035998m
6149	Dopeav2133263m	3.0	2.0		Dopeav2133263m
6150	Dopeav2094070m	3.0	1.0	PRMT2	Dopeav2094070m
6151	Dopeav2125846m	3.0	3.0	CHRNA6	Dopeav2125846m
6152	Dopeav2128678m	3.0	2.0	POLRMT	Dopeav2128678m
6153	Dopeav2105824m	3.0	1.0	KCNK13	Dopeav2105824m
6154	Dopeav2135468m	3.0	1.0	MYL9	Dopeav2135468m
6155	Dopeav2070736m	3.0	1.0	NPL	Dopeav2070736m
6156	Dopeav2083624m	3.0	1.0	CPSF2	Dopeav2083624m
6157	Dopeav2060872m	3.0	3.0	CNGA3	Dopeav2060872m
6158	Dopeav2010074m	3.0	1.0		Dopeav2010074m
6159	Dopeav2068750m	3.0	1.0	UMOD	Dopeav2068750m
6160	Dopeav2036017m	3.0	2.0	GPC3	Dopeav2036017m
6161	Dopeav2077591m	3.0	4.0	SARS2	Dopeav2077591m
6162	Dopeav2056135m	3.0	2.0	SFXN3	Dopeav2056135m
6163	Dopeav2081394m	3.0	1.0	SOX12	Dopeav2081394m
6164	Dopeav2039935m	3.0	1.0		Dopeav2039935m
6165	Dopeav2011808m	3.0	3.0	VAMP4	Dopeav2011808m
6166	Dopeav2028625m	3.0	0.0	EGR3	Dopeav2028625m
6167	Dopeav2106094m	3.0	1.0	SRD5A1	Dopeav2106094m
6168	Dopeav2060332m	3.0	0.0	PRDM14	Dopeav2060332m
6169	Dopeav2089452m	3.0	4.0	THOC5	Dopeav2089452m
6170	Dopeav2036641m	3.0	1.0	RCL1	Dopeav2036641m
6171	Dopeav2051589m	3.0	1.0		Dopeav2051589m
6172	Dopeav2094982m	3.0	1.0		Dopeav2094982m
6173	Dopeav2095243m	3.0	1.0	STK3	Dopeav2095243m
6174	Dopeav2009869m	3.0	3.0	PIGO	Dopeav2009869m
6175	Dopeav2064505m	3.0	0.0	COL12A1	Dopeav2064505m
6176	Dopeav2001376m	3.0	3.0	UFM1	Dopeav2001376m
6177	Dopeav2135354m	3.0	2.0	RNF38	Dopeav2135354m
6178	Dopeav2122151m	3.0	0.0		Dopeav2122151m
6179	Dopeav2116205m	3.0	0.0	DEGS1	Dopeav2116205m
6180	Dopeav2059863m	3.0	4.0	ZFPL1	Dopeav2059863m
6181	Dopeav2024467m	3.0	0.0	ABI1	Dopeav2024467m
6182	Dopeav2126518m	3.0	4.0	NPHP3	Dopeav2126518m
6183	Dopeav2064551m	3.0	3.0	POLR3GL	Dopeav2064551m
6184	Dopeav2009417m	3.0	0.0	EML1	Dopeav2009417m
6185	Dopeav2131347m	3.0	1.0	RNF40	Dopeav2131347m
6186	Dopeav2060363m	3.0	0.0		Dopeav2060363m
6187	Dopeav2039139m	3.0	1.0		Dopeav2039139m
6188	Dopeav2031684m	3.0	2.0	STOM	Dopeav2031684m
6189	Dopeav2093356m	3.0	3.0	ADPGK	Dopeav2093356m
6190	Dopeav2115257m	3.0	2.0	C1D	Dopeav2115257m
6191	Dopeav2082890m	3.0	3.0	XRN1	Dopeav2082890m
6192	Dopeav2118333m	3.0	0.0	MTRR	Dopeav2118333m
6193	Dopeav2052045m	3.0	3.0	PCDHGB4	Dopeav2052045m
6194	Dopeav2060616m	3.0	2.0	RFC3	Dopeav2060616m
6195	Dopeav2130540m	3.0	2.0	TMEM47	Dopeav2130540m
6196	Dopeav2126103m	3.0	6.0		Dopeav2126103m
6197	Dopeav2013659m	3.0	1.0		Dopeav2013659m
6198	Dopeav2132038m	3.0	2.0	MRAS	Dopeav2132038m
6199	Dopeav2053215m	3.0	3.0		Dopeav2053215m
6200	Dopeav2095590m	3.0	3.0	FAM126B	Dopeav2095590m
6201	Dopeav2133369m	3.0	3.0	AIMP1	Dopeav2133369m
6202	Dopeav2130573m	3.0	3.0	ORAI1	Dopeav2130573m
6203	Dopeav2048457m	3.0	1.0	METTL23	Dopeav2048457m
6204	Dopeav2018580m	3.0	0.0	GLRX2	Dopeav2018580m
6205	Dopeav2119877m	3.0	3.0	UBE2G2	Dopeav2119877m
6206	Dopeav2071090m	3.0	4.0	PPAN-P2RY11	Dopeav2071090m
6207	Dopeav2035918m	3.0	3.0	EFHC2	Dopeav2035918m
6208	Dopeav2094145m	3.0	0.0	IRAK4	Dopeav2094145m
6209	Dopeav2040983m	3.0	0.0	NEDD8	Dopeav2040983m
6210	Dopeav2105161m	3.0	0.0	CNTNAP5	Dopeav2105161m
6211	Dopeav2035186m	3.0	2.0	ALG9	Dopeav2035186m
6212	Dopeav2064404m	3.0	0.0	THAP11	Dopeav2064404m
6213	Dopeav2102727m	3.0	3.0		Dopeav2102727m
6214	Dopeav2005798m	3.0	2.0	RNFT2	Dopeav2005798m
6215	Dopeav2035293m	3.0	5.0	TSTA3	Dopeav2035293m
6216	Dopeav2009044m	3.0	0.0	HCRTR1	Dopeav2009044m
6217	Dopeav2129288m	3.0	1.0		Dopeav2129288m
6218	Dopeav2102518m	3.0	2.0	SGF29	Dopeav2102518m
6219	Dopeav2007320m	3.0	2.0		Dopeav2007320m
6220	Dopeav2015958m	3.0	3.0	DNAJC9	Dopeav2015958m
6221	Dopeav2054277m	3.0	1.0	ZNF208	Dopeav2054277m
6222	Dopeav2022395m	3.0	2.0	SMO	Dopeav2022395m
6223	Dopeav2057915m	3.0	3.0	METTL5	Dopeav2057915m
6224	Dopeav2083086m	3.0	1.0		Dopeav2083086m
6225	Dopeav2089804m	3.0	1.0	CCDC51	Dopeav2089804m
6226	Dopeav2063816m	3.0	3.0	DOLK	Dopeav2063816m
6227	Dopeav2090403m	3.0	0.0	MARCO	Dopeav2090403m
6228	Dopeav2127401m	3.0	1.0	ZNF585B	Dopeav2127401m
6229	Dopeav2045671m	3.0	3.0	MCCC1	Dopeav2045671m
6230	Dopeav2079885m	3.0	3.0		Dopeav2079885m
6231	Dopeav2100656m	3.0	2.0	KLHL13	Dopeav2100656m
6232	Dopeav2064438m	3.0	0.0		Dopeav2064438m
6233	Dopeav2079915m	3.0	3.0	TROVE2	Dopeav2079915m
6234	Dopeav2134812m	3.0	4.0	CNDP2	Dopeav2134812m
6235	Dopeav2051241m	3.0	2.0		Dopeav2051241m
6236	Dopeav2058734m	3.0	2.0	FMO4	Dopeav2058734m
6237	Dopeav2048292m	3.0	3.0	PGP	Dopeav2048292m
6238	Dopeav2105502m	3.0	1.0		Dopeav2105502m
6239	Dopeav2039890m	3.0	0.0	RECQL5	Dopeav2039890m
6240	Dopeav2012043m	3.0	0.0	BUB3	Dopeav2012043m
6241	Dopeav2093994m	3.0	9.0	GFM2	Dopeav2093994m
6242	Dopeav2107712m	3.0	1.0	NFXL1	Dopeav2107712m
6243	Dopeav2032874m	3.0	2.0		Dopeav2032874m
6244	Dopeav2033319m	3.0	1.0	ADAMTSL2	Dopeav2033319m
6245	Dopeav2055599m	3.0	2.0	ZNF729	Dopeav2055599m
6246	Dopeav2088248m	3.0	4.0	MRPS11	Dopeav2088248m
6247	Dopeav2106741m	3.0	0.0		Dopeav2106741m
6248	Dopeav2049537m	3.0	1.0	SULT1C2	Dopeav2049537m
6249	Dopeav2080182m	3.0	1.0	TMEM161B	Dopeav2080182m
6250	Dopeav2018302m	3.0	4.0	FLAD1	Dopeav2018302m
6251	Dopeav2027576m	3.0	3.0	DMTN	Dopeav2027576m
6252	Dopeav2091656m	3.0	1.0	NTAN1	Dopeav2091656m
6253	Dopeav2031542m	3.0	0.0	CHIT1	Dopeav2031542m
6254	Dopeav2071340m	3.0	3.0	PRKCA	Dopeav2071340m
6255	Dopeav2001669m	3.0	3.0	SLC26A3	Dopeav2001669m
6256	Dopeav2131684m	3.0	3.0	SH3RF3	Dopeav2131684m
6257	Dopeav2095505m	3.0	0.0	PAMR1	Dopeav2095505m
6258	Dopeav2097618m	3.0	1.0	C5	Dopeav2097618m
6259	Dopeav2129690m	3.0	0.0	MATN1	Dopeav2129690m
6260	Dopeav2013416m	3.0	3.0	CHAF1A	Dopeav2013416m
6261	Dopeav2062846m	3.0	1.0	RBM15	Dopeav2062846m
6262	Dopeav2097407m	3.0	0.0	CEP57	Dopeav2097407m
6263	Dopeav2134377m	3.0	2.0		Dopeav2134377m
6264	Dopeav2097282m	3.0	0.0	MPP2	Dopeav2097282m
6265	Dopeav2095969m	3.0	5.0	ZDHHC14	Dopeav2095969m
6266	Dopeav2029488m	3.0	0.0		Dopeav2029488m
6267	Dopeav2124518m	3.0	3.0	BUD23	Dopeav2124518m
6268	Dopeav2088646m	3.0	7.0	ANK3	Dopeav2088646m
6269	Dopeav2084269m	3.0	3.0	E4F1	Dopeav2084269m
6270	Dopeav2109794m	3.0	2.0	MRPL44	Dopeav2109794m
6271	Dopeav2120445m	3.0	0.0	POLR1B	Dopeav2120445m
6272	Dopeav2008385m	3.0	4.0	MRPL18	Dopeav2008385m
6273	Dopeav2080569m	3.0	0.0		Dopeav2080569m
6274	Dopeav2058908m	3.0	3.0	RFC2	Dopeav2058908m
6275	Dopeav2029512m	3.0	1.0	PRDM11	Dopeav2029512m
6276	Dopeav2037099m	3.0	0.0		Dopeav2037099m
6277	Dopeav2115068m	3.0	3.0		Dopeav2115068m
6278	Dopeav2115472m	3.0	0.0		Dopeav2115472m
6279	Dopeav2135992m	3.0	1.0		Dopeav2135992m
6280	Dopeav2020540m	3.0	3.0	ZRANB2	Dopeav2020540m
6281	Dopeav2132351m	3.0	2.0		Dopeav2132351m
6282	Dopeav2038762m	3.0	2.0	NGDN	Dopeav2038762m
6283	Dopeav2019186m	3.0	1.0	RRAGA	Dopeav2019186m
6284	Dopeav2091330m	3.0	0.0		Dopeav2091330m
6285	Dopeav2023550m	3.0	3.0		Dopeav2023550m
6286	Dopeav2031228m	3.0	0.0	FUCA2	Dopeav2031228m
6287	Dopeav2071018m	3.0	1.0	SLC35C1	Dopeav2071018m
6288	Dopeav2053118m	3.0	2.0	PCDHGB7	Dopeav2053118m
6289	Dopeav2020626m	3.0	2.0	MAFK	Dopeav2020626m
6290	Dopeav2065865m	3.0	1.0	RIOK2	Dopeav2065865m
6291	Dopeav2054502m	3.0	0.0	ZNF383	Dopeav2054502m
6292	Dopeav2091331m	3.0	2.0	ZNF70	Dopeav2091331m
6293	Dopeav2131303m	3.0	1.0	BCAP31	Dopeav2131303m
6294	Dopeav2047495m	3.0	2.0	SNIP1	Dopeav2047495m
6295	Dopeav2060119m	3.0	2.0	COMMD2	Dopeav2060119m
6296	Dopeav2105784m	3.0	0.0		Dopeav2105784m
6297	Dopeav2084818m	3.0	0.0	SMPD2	Dopeav2084818m
6298	Dopeav2030776m	3.0	1.0		Dopeav2030776m
6299	Dopeav2054112m	3.0	2.0	ZNF782	Dopeav2054112m
6300	Dopeav2005001m	3.0	4.0	DDO	Dopeav2005001m
6301	Dopeav2036734m	3.0	0.0		Dopeav2036734m
6302	Dopeav2082751m	3.0	2.0	PPP4C	Dopeav2082751m
6303	Dopeav2078141m	3.0	0.0	GPR22	Dopeav2078141m
6304	Dopeav2031519m	3.0	4.0	ELP5	Dopeav2031519m
6305	Dopeav2042017m	3.0	2.0	B3GALT2	Dopeav2042017m
6306	Dopeav2104452m	3.0	2.0	BAX	Dopeav2104452m
6307	Dopeav2052648m	3.0	3.0	ZNF160	Dopeav2052648m
6308	Dopeav2126687m	3.0	2.0		Dopeav2126687m
6309	Dopeav2108639m	3.0	3.0		Dopeav2108639m
6310	Dopeav2007982m	3.0	2.0	PRPF8	Dopeav2007982m
6311	Dopeav2022422m	3.0	3.0	SLC18B1	Dopeav2022422m
6312	Dopeav2115116m	3.0	0.0	UGT1A3	Dopeav2115116m
6313	Dopeav2093934m	3.0	1.0	PDCL3	Dopeav2093934m
6314	Dopeav2063917m	3.0	0.0		Dopeav2063917m
6315	Dopeav2000990m	3.0	3.0	TRIM2	Dopeav2000990m
6316	Dopeav2054547m	3.0	1.0	CASP7	Dopeav2054547m
6317	Dopeav2061593m	3.0	2.0	BMT2	Dopeav2061593m
6318	Dopeav2077474m	3.0	2.0	FGFR1	Dopeav2077474m
6319	Dopeav2084381m	3.0	2.0	KRTCAP2	Dopeav2084381m
6320	Dopeav2082758m	3.0	4.0		Dopeav2082758m
6321	Dopeav2006680m	3.0	2.0	TDG	Dopeav2006680m
6322	Dopeav2101873m	3.0	2.0	DLL1	Dopeav2101873m
6323	Dopeav2042880m	3.0	3.0	HEATR1	Dopeav2042880m
6324	Dopeav2009424m	3.0	3.0	DAPK3	Dopeav2009424m
6325	Dopeav2090167m	3.0	2.0	MTRF1L	Dopeav2090167m
6326	Dopeav2117501m	3.0	3.0		Dopeav2117501m
6327	Dopeav2073491m	3.0	4.0	ACBD3	Dopeav2073491m
6328	Dopeav2117301m	3.0	3.0	SLC25A40	Dopeav2117301m
6329	Dopeav2049657m	3.0	1.0	ADAM17	Dopeav2049657m
6330	Dopeav2049234m	3.0	1.0	NTN1	Dopeav2049234m
6331	Dopeav2024671m	3.0	2.0	GALNT2	Dopeav2024671m
6332	Dopeav2105340m	3.0	7.0	PARP1	Dopeav2105340m
6333	Dopeav2057963m	3.0	2.0		Dopeav2057963m
6334	Dopeav2082796m	3.0	3.0	INTS11	Dopeav2082796m
6335	Dopeav2101435m	3.0	2.0	DNAAF2	Dopeav2101435m
6336	Dopeav2031796m	3.0	4.0	FNBP1	Dopeav2031796m
6337	Dopeav2114171m	3.0	0.0	NOB1	Dopeav2114171m
6338	Dopeav2064064m	3.0	1.0	PHYHD1	Dopeav2064064m
6339	Dopeav2090622m	3.0	3.0		Dopeav2090622m
6340	Dopeav2105634m	3.0	0.0	GDPGP1	Dopeav2105634m
6341	Dopeav2115476m	3.0	1.0	NAA10	Dopeav2115476m
6342	Dopeav2003491m	3.0	1.0	ORC1	Dopeav2003491m
6343	Dopeav2090652m	3.0	1.0		Dopeav2090652m
6344	Dopeav2071290m	3.0	0.0	KMT2C	Dopeav2071290m
6345	Dopeav2038296m	3.0	1.0	ZFP3	Dopeav2038296m
6346	Dopeav2108585m	3.0	4.0		Dopeav2108585m
6347	Dopeav2084299m	3.0	1.0	GMCL1	Dopeav2084299m
6348	Dopeav2042862m	3.0	1.0	PSMD14	Dopeav2042862m
6349	Dopeav2004673m	3.0	1.0		Dopeav2004673m
6350	Dopeav2009344m	3.0	2.0	GLT8D1	Dopeav2009344m
6351	Dopeav2117449m	3.0	2.0	COA3	Dopeav2117449m
6352	Dopeav2094660m	3.0	5.0	NBN	Dopeav2094660m
6353	Dopeav2048957m	3.0	4.0		Dopeav2048957m
6354	Dopeav2133803m	3.0	1.0	USP36	Dopeav2133803m
6355	Dopeav2104597m	3.0	1.0	DNAJC17	Dopeav2104597m
6356	Dopeav2011120m	3.0	0.0		Dopeav2011120m
6357	Dopeav2128645m	3.0	3.0	INPP5J	Dopeav2128645m
6358	Dopeav2069579m	3.0	1.0	MOGAT2	Dopeav2069579m
6359	Dopeav2128229m	3.0	2.0	ANK3	Dopeav2128229m
6360	Dopeav2082711m	3.0	1.0		Dopeav2082711m
6361	Dopeav2037587m	3.0	1.0	INTS8	Dopeav2037587m
6362	Dopeav2122350m	3.0	2.0		Dopeav2122350m
6363	Dopeav2108796m	3.0	0.0	HOOK3	Dopeav2108796m
6364	Dopeav2094049m	3.0	0.0	TSEN34	Dopeav2094049m
6365	Dopeav2050574m	3.0	2.0	SOX14	Dopeav2050574m
6366	Dopeav2098436m	3.0	1.0	TMEM242	Dopeav2098436m
6367	Dopeav2049034m	3.0	2.0		Dopeav2049034m
6368	Dopeav2053947m	3.0	3.0	TRIM3	Dopeav2053947m
6369	Dopeav2022121m	3.0	2.0	TMEM68	Dopeav2022121m
6370	Dopeav2038808m	3.0	1.0	PPP1R16B	Dopeav2038808m
6371	Dopeav2022576m	3.0	2.0	C1orf123	Dopeav2022576m
6372	Dopeav2128847m	3.0	3.0		Dopeav2128847m
6373	Dopeav2101691m	3.0	1.0	GGNBP2	Dopeav2101691m
6374	Dopeav2105315m	3.0	1.0		Dopeav2105315m
6375	Dopeav2016699m	3.0	1.0	DDX51	Dopeav2016699m
6376	Dopeav2122342m	3.0	2.0	ENGASE	Dopeav2122342m
6377	Dopeav2077368m	3.0	3.0	GLB1L2	Dopeav2077368m
6378	Dopeav2054045m	3.0	1.0	ZNF227	Dopeav2054045m
6379	Dopeav2059349m	3.0	0.0	RBM17	Dopeav2059349m
6380	Dopeav2086640m	3.0	0.0	NR2E3	Dopeav2086640m
6381	Dopeav2127060m	3.0	3.0		Dopeav2127060m
6382	Dopeav2114155m	3.0	3.0	EIF6	Dopeav2114155m
6383	Dopeav2064254m	3.0	1.0	IVNS1ABP	Dopeav2064254m
6384	Dopeav2040223m	3.0	1.0		Dopeav2040223m
6385	Dopeav2083376m	3.0	0.0	DMAP1	Dopeav2083376m
6386	Dopeav2025918m	3.0	4.0	ZFPM2	Dopeav2025918m
6387	Dopeav2021086m	3.0	1.0	CBX1	Dopeav2021086m
6388	Dopeav2026103m	3.0	1.0	GLRX2	Dopeav2026103m
6389	Dopeav2000925m	3.0	1.0	BBS7	Dopeav2000925m
6390	Dopeav2088580m	3.0	5.0	VAC14	Dopeav2088580m
6391	Dopeav2045812m	3.0	1.0	C5orf42	Dopeav2045812m
6392	Dopeav2074601m	3.0	0.0	TYR	Dopeav2074601m
6393	Dopeav2056948m	3.0	2.0	HMOX1	Dopeav2056948m
6394	Dopeav2078545m	3.0	1.0	RPL13A	Dopeav2078545m
6395	Dopeav2089419m	3.0	1.0	GYPC	Dopeav2089419m
6396	Dopeav2007097m	3.0	0.0	TRPC7	Dopeav2007097m
6397	Dopeav2038461m	3.0	3.0	GUCY1A3	Dopeav2038461m
6398	Dopeav2054568m	3.0	1.0	ZNF782	Dopeav2054568m
6399	Dopeav2063176m	3.0	2.0		Dopeav2063176m
6400	Dopeav2133771m	3.0	4.0	ISYNA1	Dopeav2133771m
6401	Dopeav2097433m	3.0	2.0	GAS2	Dopeav2097433m
6402	Dopeav2128427m	3.0	4.0	AKAP10	Dopeav2128427m
6403	Dopeav2129536m	3.0	0.0	MEPCE	Dopeav2129536m
6404	Dopeav2066693m	3.0	4.0		Dopeav2066693m
6405	Dopeav2124028m	3.0	3.0	RPL21	Dopeav2124028m
6406	Dopeav2016801m	3.0	0.0		Dopeav2016801m
6407	Dopeav2122525m	3.0	3.0		Dopeav2122525m
6408	Dopeav2054179m	3.0	3.0	ZNF233	Dopeav2054179m
6409	Dopeav2071159m	3.0	3.0	TXNRD1	Dopeav2071159m
6410	Dopeav2077600m	3.0	1.0	PCSK7	Dopeav2077600m
6411	Dopeav2001776m	3.0	2.0	ECHDC1	Dopeav2001776m
6412	Dopeav2041901m	3.0	2.0		Dopeav2041901m
6413	Dopeav2129419m	3.0	2.0	SLC4A1AP	Dopeav2129419m
6414	Dopeav2029497m	3.0	1.0		Dopeav2029497m
6415	Dopeav2132767m	3.0	5.0	SMARCAL1	Dopeav2132767m
6416	Dopeav2096020m	3.0	4.0	RORB	Dopeav2096020m
6417	Dopeav2059622m	3.0	0.0	FBXO7	Dopeav2059622m
6418	Dopeav2118288m	3.0	0.0	XYLT1	Dopeav2118288m
6419	Dopeav2074188m	3.0	2.0	ABCB10	Dopeav2074188m
6420	Dopeav2018541m	3.0	2.0	PIK3C2B	Dopeav2018541m
6421	Dopeav2009742m	3.0	0.0		Dopeav2009742m
6422	Dopeav2005101m	3.0	4.0	NLE1	Dopeav2005101m
6423	Dopeav2135754m	3.0	1.0	QDPR	Dopeav2135754m
6424	Dopeav2000331m	3.0	6.0	PLCL2	Dopeav2000331m
6425	Dopeav2097188m	3.0	5.0	UBE2F	Dopeav2097188m
6426	Dopeav2059415m	3.0	2.0	GATA4	Dopeav2059415m
6427	Dopeav2106476m	3.0	3.0		Dopeav2106476m
6428	Dopeav2040204m	3.0	2.0	POU2F3	Dopeav2040204m
6429	Dopeav2012480m	3.0	1.0		Dopeav2012480m
6430	Dopeav2069951m	3.0	1.0	HUS1	Dopeav2069951m
6431	Dopeav2029297m	3.0	1.0		Dopeav2029297m
6432	Dopeav2029419m	3.0	1.0	AL049697.1	Dopeav2029419m
6433	Dopeav2093729m	3.0	1.0	USP33	Dopeav2093729m
6434	Dopeav2072661m	3.0	2.0	PRC1	Dopeav2072661m
6435	Dopeav2117495m	3.0	2.0	CEBPA	Dopeav2117495m
6436	Dopeav2023531m	3.0	3.0		Dopeav2023531m
6437	Dopeav2093760m	3.0	3.0	PEX6	Dopeav2093760m
6438	Dopeav2112707m	3.0	0.0	RBM41	Dopeav2112707m
6439	Dopeav2023274m	3.0	5.0	C2orf50	Dopeav2023274m
6440	Dopeav2126609m	3.0	3.0	TTN	Dopeav2126609m
6441	Dopeav2106095m	3.0	2.0		Dopeav2106095m
6442	Dopeav2083258m	3.0	0.0	RPS21	Dopeav2083258m
6443	Dopeav2121226m	3.0	2.0	PLXND1	Dopeav2121226m
6444	Dopeav2045361m	3.0	0.0	CLPP	Dopeav2045361m
6445	Dopeav2018657m	3.0	0.0		Dopeav2018657m
6446	Dopeav2079979m	3.0	1.0		Dopeav2079979m
6447	Dopeav2094681m	3.0	3.0	MTERF3	Dopeav2094681m
6448	Dopeav2071021m	3.0	0.0	LACC1	Dopeav2071021m
6449	Dopeav2131744m	3.0	1.0	TRIM45	Dopeav2131744m
6450	Dopeav2019437m	3.0	1.0	ALX4	Dopeav2019437m
6451	Dopeav2092102m	3.0	2.0	FBXL16	Dopeav2092102m
6452	Dopeav2062408m	3.0	2.0	MAEL	Dopeav2062408m
6453	Dopeav2045831m	3.0	1.0	SYCP2	Dopeav2045831m
6454	Dopeav2059743m	3.0	0.0		Dopeav2059743m
6455	Dopeav2083380m	3.0	4.0	IGFALS	Dopeav2083380m
6456	Dopeav2082793m	3.0	3.0	ZNF34	Dopeav2082793m
6457	Dopeav2016559m	3.0	2.0	RAC2	Dopeav2016559m
6458	Dopeav2047450m	3.0	3.0	BLOC1S3	Dopeav2047450m
6459	Dopeav2008814m	3.0	0.0		Dopeav2008814m
6460	Dopeav2019030m	3.0	5.0		Dopeav2019030m
6461	Dopeav2067051m	3.0	0.0		Dopeav2067051m
6462	Dopeav2015893m	3.0	0.0		Dopeav2015893m
6463	Dopeav2131223m	3.0	2.0	OSBP2	Dopeav2131223m
6464	Dopeav2128649m	3.0	0.0		Dopeav2128649m
6465	Dopeav2097523m	3.0	2.0	SLC39A11	Dopeav2097523m
6466	Dopeav2026080m	3.0	3.0	RNF157	Dopeav2026080m
6467	Dopeav2035226m	3.0	1.0	RPL35	Dopeav2035226m
6468	Dopeav2023222m	3.0	1.0	RFX3	Dopeav2023222m
6469	Dopeav2049445m	3.0	0.0	FASTKD5	Dopeav2049445m
6470	Dopeav2127440m	3.0	2.0	ZNF568	Dopeav2127440m
6471	Dopeav2073477m	3.0	0.0	CHCHD7	Dopeav2073477m
6472	Dopeav2100804m	3.0	5.0	PAF1	Dopeav2100804m
6473	Dopeav2124664m	3.0	1.0		Dopeav2124664m
6474	Dopeav2109693m	3.0	0.0		Dopeav2109693m
6475	Dopeav2135440m	3.0	1.0	CCKAR	Dopeav2135440m
6476	Dopeav2017820m	3.0	3.0	IGFALS	Dopeav2017820m
6477	Dopeav2017680m	3.0	4.0	PRKG1	Dopeav2017680m
6478	Dopeav2114304m	3.0	4.0	ARRDC3	Dopeav2114304m
6479	Dopeav2015371m	3.0	5.0		Dopeav2015371m
6480	Dopeav2033216m	3.0	2.0	POLR3D	Dopeav2033216m
6481	Dopeav2025091m	3.0	1.0	C16orf70	Dopeav2025091m
6482	Dopeav2109793m	3.0	3.0	MRPL57	Dopeav2109793m
6483	Dopeav2062554m	3.0	1.0	ARGLU1	Dopeav2062554m
6484	Dopeav2108645m	3.0	3.0	STIL	Dopeav2108645m
6485	Dopeav2097360m	3.0	3.0		Dopeav2097360m
6486	Dopeav2126553m	3.0	1.0		Dopeav2126553m
6487	Dopeav2053551m	3.0	1.0		Dopeav2053551m
6488	Dopeav2112730m	3.0	4.0	IAH1	Dopeav2112730m
6489	Dopeav2047148m	3.0	2.0		Dopeav2047148m
6490	Dopeav2110547m	3.0	1.0	CLCC1	Dopeav2110547m
6491	Dopeav2049040m	3.0	2.0		Dopeav2049040m
6492	Dopeav2073385m	3.0	2.0	PCMTD1	Dopeav2073385m
6493	Dopeav2082410m	3.0	1.0	TRPA1	Dopeav2082410m
6494	Dopeav2088113m	3.0	1.0	CACNG5	Dopeav2088113m
6495	Dopeav2028067m	3.0	2.0	ARID5B	Dopeav2028067m
6496	Dopeav2080158m	3.0	1.0	MAP3K4	Dopeav2080158m
6497	Dopeav2091757m	3.0	1.0	HSPBP1	Dopeav2091757m
6498	Dopeav2134885m	3.0	3.0	HSD17B2	Dopeav2134885m
6499	Dopeav2056610m	3.0	3.0	GALNT1	Dopeav2056610m
6500	Dopeav2098992m	3.0	2.0	AGXT2	Dopeav2098992m
6501	Dopeav2062193m	3.0	1.0	MTA1	Dopeav2062193m
6502	Dopeav2048465m	3.0	4.0	CCDC14	Dopeav2048465m
6503	Dopeav2034676m	3.0	3.0	SOX2	Dopeav2034676m
6504	Dopeav2115654m	3.0	2.0		Dopeav2115654m
6505	Dopeav2080149m	3.0	2.0	CUTA	Dopeav2080149m
6506	Dopeav2106072m	3.0	2.0	RDH13	Dopeav2106072m
6507	Dopeav2135694m	3.0	3.0		Dopeav2135694m
6508	Dopeav2054306m	3.0	3.0	ZNF782	Dopeav2054306m
6509	Dopeav2080152m	3.0	4.0	DNAJB11	Dopeav2080152m
6510	Dopeav2122169m	3.0	0.0		Dopeav2122169m
6511	Dopeav2001853m	3.0	3.0	SLC35B3	Dopeav2001853m
6512	Dopeav2124627m	3.0	4.0	RPL39	Dopeav2124627m
6513	Dopeav2040389m	3.0	0.0		Dopeav2040389m
6514	Dopeav2117285m	3.0	0.0		Dopeav2117285m
6515	Dopeav2083539m	3.0	0.0	ADAMTS6	Dopeav2083539m
6516	Dopeav2006657m	3.0	0.0	IPO4	Dopeav2006657m
6517	Dopeav2127538m	3.0	1.0	UBA2	Dopeav2127538m
6518	Dopeav2025446m	3.0	0.0	TRIM66	Dopeav2025446m
6519	Dopeav2124794m	3.0	2.0	TECR	Dopeav2124794m
6520	Dopeav2097194m	3.0	1.0	SSB	Dopeav2097194m
6521	Dopeav2114457m	3.0	1.0	BAIAP3	Dopeav2114457m
6522	Dopeav2097422m	3.0	0.0	PTPN13	Dopeav2097422m
6523	Dopeav2072985m	3.0	3.0	UVSSA	Dopeav2072985m
6524	Dopeav2019213m	3.0	1.0	RPL23	Dopeav2019213m
6525	Dopeav2074114m	3.0	2.0	AC104662.2	Dopeav2074114m
6526	Dopeav2127097m	3.0	0.0	PIGQ	Dopeav2127097m
6527	Dopeav2126429m	3.0	2.0	GTF2H4	Dopeav2126429m
6528	Dopeav2052807m	3.0	3.0	TRIM3	Dopeav2052807m
6529	Dopeav2098667m	3.0	2.0		Dopeav2098667m
6530	Dopeav2081097m	3.0	2.0	TAL1	Dopeav2081097m
6531	Dopeav2049652m	3.0	2.0	SVEP1	Dopeav2049652m
6532	Dopeav2108426m	2.0	3.0	TAF7	Dopeav2108426m
6533	Dopeav2116902m	2.0	1.0	RPL32	Dopeav2116902m
6534	Dopeav2019056m	2.0	1.0	RIC8B	Dopeav2019056m
6535	Dopeav2135874m	2.0	0.0	HSD3B2	Dopeav2135874m
6536	Dopeav2088219m	2.0	0.0	NKAP	Dopeav2088219m
